ID,Trial_Num,laser_power,Painrating
1,1,2.25,7
1,2,2.25,8
1,3,2.25,6
1,4,2.25,8
1,5,2.25,4
1,6,2.25,7
1,7,2.25,9
1,8,2.25,8
1,9,2.25,7
1,10,2.25,7
1,11,2.25,6
1,12,2.25,7
1,13,2.25,10
1,14,2.25,6
1,15,2.25,6
1,16,2.25,7
1,17,2.25,6
1,18,2.25,6
1,19,2.25,7
1,20,2.25,5
1,21,2.25,6
1,22,2.25,7
1,23,2.25,7
1,24,2.25,6
1,25,2.25,7
1,26,2.25,8
1,27,2.25,7
1,28,2.25,6
1,29,2.25,5
1,30,2.25,6
2,1,3.75,7
2,2,3.75,8
2,3,3.75,9
2,4,3.75,7
2,5,3.75,10
2,6,3.75,9
2,7,3.75,9
2,8,3.75,6
2,9,3.75,7
2,10,3.75,7
2,11,3.75,6
2,12,3.75,4
2,13,3.75,3
2,14,3.75,4
2,15,3.75,9
2,16,3.75,7
2,17,3.75,7
2,18,3.75,5
2,19,3.75,8
2,20,3.75,7
2,21,3.75,8
2,22,3.75,8
2,23,3.75,7
2,24,3.75,4
2,25,3.75,4
2,26,3.75,5
2,27,3.75,4
2,28,3.75,5
2,29,3.75,4
2,30,3.75,4
3,1,3,3
3,2,3,2
3,3,3,4
3,4,3,4
3,5,3,5
3,6,3,6
3,7,3,5
3,8,3,4
3,9,3,5
3,10,3,7
3,11,3,5
3,12,3,6
3,13,3,6
3,14,3,2
3,15,3,6
3,16,3,7
3,17,3,7
3,18,3,7
3,19,3,8
3,20,3,9
3,21,3,8
3,22,3,8
3,23,3,6
3,24,3,7
3,25,3,6
3,26,3,8
3,27,3,3
3,28,3,4
3,29,3,6
3,30,3,6
4,1,3.25,3
4,2,3.25,5
4,3,3.25,3
4,4,3.25,8
4,5,3.25,9
4,6,3.25,6
4,7,3.25,6
4,8,3.25,6
4,9,3.25,7
4,10,3.25,6
4,11,3.25,8
4,12,3.25,9
4,13,3.25,6
4,14,3.25,10
4,15,3.25,7
4,16,3.25,5
4,17,3.25,6
4,18,3.25,8
4,19,3.25,7
4,20,3.25,1
4,21,3.25,7
4,22,3.25,8
4,23,3.25,7
4,24,3.25,6
4,25,3.25,10
4,26,3.25,8
4,27,3.25,6
4,28,3.25,3
4,29,3.25,8
4,30,3.25,6
5,1,4.25,6
5,2,4.25,7
5,3,4.25,8
5,4,4.25,6
5,5,4.25,7
5,6,4.25,7
5,7,4.25,8
5,8,4.25,7
5,9,4.25,7
5,10,4.25,7
5,11,4.25,8
5,12,4.25,8
5,13,4.25,9
5,14,4.25,7
5,15,4.25,7
5,16,4.25,7
5,17,4.25,7
5,18,4.25,5
5,19,4.25,6
5,20,4.25,4
5,21,4.25,6
5,22,4.25,6
5,23,4.25,7
5,24,4.25,5
5,25,4.25,6
5,26,4.25,6
5,27,4.25,6
5,28,4.25,5
5,29,4.25,4
5,30,4.25,5
6,1,4,4
6,2,4,5
6,3,4,7
6,4,4,7
6,5,4,7
6,6,4,4
6,7,4,4
6,8,4,4
6,9,4,3
6,10,4,2
6,11,4,3
6,12,4,6
6,13,4,5
6,14,4,4
6,15,4,6
6,16,4,4
6,17,4,3
6,18,4,4
6,19,4,5
6,20,4,4
6,21,4,4
6,22,4,3
6,23,4,2
6,24,4,2
6,25,4,4
6,26,4,5
6,27,4,4
6,28,4,4
6,29,4,4
6,30,4,6
7,1,3.75,4
7,2,3.75,6
7,3,3.75,8
7,4,3.75,7
7,5,3.75,7
7,6,3.75,8
7,7,3.75,8
7,8,3.75,8
7,9,3.75,7
7,10,3.75,8
7,11,3.75,6
7,12,3.75,7
7,13,3.75,6
7,14,3.75,7
7,15,3.75,8
7,16,3.75,4
7,17,3.75,2
7,18,3.75,2
7,19,3.75,6
7,20,3.75,4
7,21,3.75,3
7,22,3.75,7
7,23,3.75,4
7,24,3.75,5
7,25,3.75,3
7,26,3.75,4
7,27,3.75,6
7,28,3.75,5
7,29,3.75,2
7,30,3.75,4
8,1,4.25,3
8,2,4.25,3
8,3,4.25,5
8,4,4.25,6
8,5,4.25,5
8,6,4.25,6
8,7,4.25,5
8,8,4.25,5
8,9,4.25,4
8,10,4.25,5
8,11,4.25,5
8,12,4.25,4
8,13,4.25,6
8,14,4.25,8
8,15,4.25,4
8,16,4.25,3
8,17,4.25,5
8,18,4.25,7
8,19,4.25,4
8,20,4.25,4
8,21,4.25,6
8,22,4.25,8
8,23,4.25,8
8,24,4.25,6
8,25,4.25,4
8,26,4.25,7
8,27,4.25,5
8,28,4.25,4
8,29,4.25,5
8,30,4.25,4
9,1,3.75,4
9,2,3.75,5
9,3,3.75,8
9,4,3.75,7
9,5,3.75,9
9,6,3.75,9
9,7,3.75,9
9,8,3.75,9
9,9,3.75,9
9,10,3.75,9
9,11,3.75,9
9,12,3.75,10
9,13,3.75,5
9,14,3.75,10
9,15,3.75,8
9,16,3.75,8
9,17,3.75,10
9,18,3.75,9
9,19,3.75,3
9,20,3.75,7
9,21,3.75,3
9,22,3.75,4
9,23,3.75,2
9,24,3.75,8
9,25,3.75,5
9,26,3.75,7
9,27,3.75,9
9,28,3.75,7
9,29,3.75,7
9,30,3.75,10
10,1,3.75,4
10,2,3.75,6
10,3,3.75,5
10,4,3.75,7
10,5,3.75,5
10,6,3.75,5
10,7,3.75,4
10,8,3.75,4
10,9,3.75,5
10,10,3.75,3
10,11,3.75,5
10,12,3.75,3
10,13,3.75,3
10,14,3.75,1
10,15,3.75,3
10,16,3.75,4
10,17,3.75,5
10,18,3.75,3
10,19,3.75,2
10,20,3.75,2
10,21,3.75,2
10,22,3.75,6
10,23,3.75,5
10,24,3.75,3
10,25,3.75,2
10,26,3.75,1
10,27,3.75,2
10,28,3.75,2
10,29,3.75,4
10,30,3.75,7
11,1,3.75,5
11,2,3.75,5
11,3,3.75,6
11,4,3.75,5
11,5,3.75,6
11,6,3.75,7
11,7,3.75,5
11,8,3.75,8
11,9,3.75,7
11,10,3.75,6
11,11,3.75,5
11,12,3.75,6
11,13,3.75,6
11,14,3.75,7
11,15,3.75,7
11,16,3.75,7
11,17,3.75,8
11,18,3.75,8
11,19,3.75,2
11,20,3.75,4
11,21,3.75,3
11,22,3.75,2
11,23,3.75,2
11,24,3.75,4
11,25,3.75,6
11,26,3.75,3
11,27,3.75,3
11,28,3.75,3
11,29,3.75,4
11,30,3.75,6
12,1,4.25,2
12,2,4.25,4
12,3,4.25,2
12,4,4.25,5
12,5,4.25,4
12,6,4.25,2
12,7,4.25,3
12,8,4.25,2
12,9,4.25,5
12,10,4.25,5
12,11,4.25,1
12,12,4.25,5
12,13,4.25,4
12,14,4.25,6
12,15,4.25,4
12,16,4.25,5
12,17,4.25,2
12,18,4.25,5
12,19,4.25,3
12,20,4.25,4
12,21,4.25,4
12,22,4.25,2
12,23,4.25,2
12,24,4.25,2
12,25,4.25,2
12,26,4.25,2
12,27,4.25,6
12,28,4.25,4
12,29,4.25,7
12,30,4.25,4
13,1,4,4
13,2,4,5
13,3,4,6
13,4,4,5
13,5,4,6
13,6,4,5
13,7,4,7
13,8,4,6
13,9,4,7
13,10,4,6
13,11,4,7
13,12,4,6
13,13,4,5
13,14,4,7
13,15,4,8
13,16,4,5
13,17,4,5
13,18,4,6
13,19,4,5
13,20,4,5
13,21,4,4
13,22,4,4
13,23,4,5
13,24,4,5
13,25,4,6
13,26,4,7
13,27,4,5
13,28,4,7
13,29,4,5
13,30,4,5
14,1,4.25,2
14,2,4.25,5
14,3,4.25,3
14,4,4.25,5
14,5,4.25,3
14,6,4.25,8
14,7,4.25,8
14,8,4.25,2
14,9,4.25,5
14,10,4.25,1
14,11,4.25,4
14,12,4.25,3
14,13,4.25,5
14,14,4.25,3
14,15,4.25,5
14,16,4.25,1
14,17,4.25,3
14,18,4.25,4
14,19,4.25,4
14,20,4.25,7
14,21,4.25,0
14,22,4.25,5
14,23,4.25,1
14,24,4.25,6
14,25,4.25,1
14,26,4.25,2
14,27,4.25,3
14,28,4.25,3
14,29,4.25,1
14,30,4.25,4
15,1,4,4
15,2,4,4
15,3,4,3
15,4,4,3
15,5,4,2
15,6,4,7
15,7,4,4
15,8,4,5
15,9,4,5
15,10,4,5
15,11,4,6
15,12,4,3
15,13,4,6
15,14,4,5
15,15,4,4
15,16,4,4
15,17,4,7
15,18,4,6
15,19,4,5
15,20,4,5
15,21,4,2
15,22,4,4
15,23,4,8
15,24,4,3
15,25,4,5
15,26,4,7
15,27,4,2
15,28,4,4
15,29,4,5
15,30,4,8
16,1,3,3
16,2,3,4
16,3,3,4
16,4,3,6
16,5,3,9
16,6,3,7
16,7,3,9
16,8,3,10
16,9,3,10
16,10,3,9
16,11,3,10
16,12,3,4
16,13,3,6
16,14,3,8
16,15,3,9
16,16,3,9
16,17,3,1
16,18,3,8
16,19,3,5
16,20,3,9
16,21,3,4
16,22,3,9
16,23,3,9
16,24,3,7
16,25,3,4
16,26,3,5
16,27,3,7
16,28,3,9
16,29,3,5
16,30,3,7
17,1,2.75,5
17,2,2.75,5
17,3,2.75,6
17,4,2.75,7
17,5,2.75,8
17,6,2.75,5
17,7,2.75,7
17,8,2.75,8
17,9,2.75,7
17,10,2.75,8
17,11,2.75,6
17,12,2.75,8
17,13,2.75,9
17,14,2.75,7
17,15,2.75,7
17,16,2.75,7
17,17,2.75,6
17,18,2.75,9
17,19,2.75,7
17,20,2.75,9
17,21,2.75,8
17,22,2.75,7
17,23,2.75,8
17,24,2.75,9
17,25,2.75,9
17,26,2.75,8
17,27,2.75,5
17,28,2.75,5
17,29,2.75,7
17,30,2.75,9
18,1,2.75,5
18,2,2.75,7
18,3,2.75,8
18,4,2.75,5
18,5,2.75,4
18,6,2.75,6
18,7,2.75,8
18,8,2.75,7
18,9,2.75,8
18,10,2.75,9
18,11,2.75,8
18,12,2.75,9
18,13,2.75,10
18,14,2.75,9
18,15,2.75,8
18,16,2.75,10
18,17,2.75,9
18,18,2.75,6
18,19,2.75,7
18,20,2.75,8
18,21,2.75,7
18,22,2.75,8
18,23,2.75,7
18,24,2.75,8
18,25,2.75,6
18,26,2.75,10
18,27,2.75,10
18,28,2.75,8
18,29,2.75,10
18,30,2.75,9
19,1,3.75,5
19,2,3.75,6
19,3,3.75,10
19,4,3.75,0
19,5,3.75,10
19,6,3.75,9
19,7,3.75,8
19,8,3.75,7
19,9,3.75,5
19,10,3.75,9
19,11,3.75,4
19,12,3.75,10
19,13,3.75,7
19,14,3.75,7
19,15,3.75,6
19,16,3.75,5
19,17,3.75,10
19,18,3.75,4
19,19,3.75,6
19,20,3.75,6
19,21,3.75,8
19,22,3.75,4
19,23,3.75,3
19,24,3.75,3
19,25,3.75,5
19,26,3.75,4
19,27,3.75,3
19,28,3.75,4
19,29,3.75,0
19,30,3.75,6
20,1,3,4
20,2,3,6
20,3,3,5
20,4,3,5
20,5,3,6
20,6,3,5
20,7,3,6
20,8,3,7
20,9,3,6
20,10,3,6
20,11,3,6
20,12,3,6
20,13,3,8
20,14,3,6
20,15,3,9
20,16,3,8
20,17,3,8
20,18,3,9
20,19,3,6
20,20,3,6
20,21,3,5
20,22,3,7
20,23,3,7
20,24,3,7
20,25,3,8
20,26,3,10
20,27,3,5
20,28,3,6
20,29,3,5
20,30,3,8
21,1,3.75,5
21,2,3.75,5
21,3,3.75,4
21,4,3.75,10
21,5,3.75,10
21,6,3.75,10
21,7,3.75,5
21,8,3.75,8
21,9,3.75,9
21,10,3.75,5
21,11,3.75,10
21,12,3.75,4
21,13,3.75,6
21,14,3.75,4
21,15,3.75,10
21,16,3.75,10
21,17,3.75,10
21,18,3.75,8
21,19,3.75,5
21,20,3.75,10
21,21,3.75,10
21,22,3.75,10
21,23,3.75,5
21,24,3.75,5
21,25,3.75,6
21,26,3.75,4
21,27,3.75,10
21,28,3.75,9
21,29,3.75,8
21,30,3.75,10
22,1,3,8
22,2,3,9
22,3,3,9
22,4,3,7
22,5,3,8
22,6,3,6
22,7,3,9
22,8,3,9
22,9,3,9
22,10,3,8
22,11,3,5
22,12,3,8
22,13,3,7
22,14,3,0
22,15,3,4
22,16,3,5
22,17,3,7
22,18,3,0
22,19,3,4
22,20,3,7
22,21,3,0
22,22,3,4
22,23,3,0
22,24,3,7
22,25,3,6
22,26,3,8
22,27,3,5
22,28,3,7
22,29,3,4
22,30,3,7
23,1,2.75,7
23,2,2.75,8
23,3,2.75,7
23,4,2.75,9
23,5,2.75,9
23,6,2.75,7
23,7,2.75,8
23,8,2.75,9
23,9,2.75,9
23,10,2.75,5
23,11,2.75,8
23,12,2.75,9
23,13,2.75,9
23,14,2.75,9
23,15,2.75,9
23,16,2.75,10
23,17,2.75,10
23,18,2.75,8
23,19,2.75,10
23,20,2.75,9
23,21,2.75,7
23,22,2.75,9
23,23,2.75,8
23,24,2.75,10
23,25,2.75,10
23,26,2.75,8
23,27,2.75,9
23,28,2.75,7
23,29,2.75,8
23,30,2.75,9
24,1,3.75,2
24,2,3.75,3
24,3,3.75,6
24,4,3.75,7
24,5,3.75,6
24,6,3.75,3
24,7,3.75,4
24,8,3.75,8
24,9,3.75,8
24,10,3.75,9
24,11,3.75,7
24,12,3.75,10
24,13,3.75,5
24,14,3.75,10
24,15,3.75,7
24,16,3.75,7
24,17,3.75,5
24,18,3.75,4
24,19,3.75,6
24,20,3.75,5
24,21,3.75,7
24,22,3.75,6
24,23,3.75,5
24,24,3.75,5
24,25,3.75,4
24,26,3.75,1
24,27,3.75,7
24,28,3.75,6
24,29,3.75,10
24,30,3.75,7
25,1,4.5,6
25,2,4.5,6
25,3,4.5,7
25,4,4.5,6
25,5,4.5,6
25,6,4.5,7
25,7,4.5,5
25,8,4.5,8
25,9,4.5,9
25,10,4.5,9
25,11,4.5,9
25,12,4.5,7
25,13,4.5,9
25,14,4.5,8
25,15,4.5,8
25,16,4.5,9
