ID,Trial_Num,laser_power,Painrating
1,1,4,4
1,2,4,5
1,3,4,6
1,4,4,8
1,5,4,6
1,6,4,8
1,7,4,9
1,8,4,4
1,9,4,6
1,10,4,3
1,11,4,4
1,12,4,4
1,13,4,3
1,14,4,9
1,15,4,4
1,16,4,3
1,17,4,4
1,18,4,4
1,19,4,5
1,20,4,3
1,21,4,4
1,22,4,5
1,23,4,5
1,24,4,5
1,25,4,4
1,26,4,3
1,27,4,5
1,28,4,8
1,29,4,7
1,30,4,9
2,1,3.5,6
2,2,3.5,10
2,3,3.5,6
2,4,3.5,10
2,5,3.5,10
2,6,3.5,10
2,7,3.5,5
2,8,3.5,8
2,9,3.5,10
2,10,3.5,10
2,11,3.5,10
2,12,3.5,7
2,13,3.5,4
2,14,3.5,6
2,15,3.5,5
2,16,3.5,3
2,17,3.5,10
2,18,3.5,8
2,19,3.5,6
2,20,3.5,9
2,21,3.5,2
2,22,3.5,8
2,23,3.5,10
2,24,3.5,4
2,25,3.5,10
2,26,3.5,5
2,27,3.5,9
2,28,3.5,7
2,29,3.5,5
2,30,3.5,4
3,1,4.5,6
3,2,4.5,4
3,3,4.5,5
3,4,4.5,5
3,5,4.5,6
3,6,4.5,6
3,7,4.5,7
3,8,4.5,6
3,9,4.5,6
3,10,4.5,7
3,11,4.5,4
3,12,4.5,5
3,13,4.5,3
3,14,4.5,4
3,15,4.5,5
3,16,4.5,2
3,17,4.5,4
3,18,4.5,5
3,19,4.5,5
3,20,4.5,4
3,21,4.5,4
3,22,4.5,5
3,23,4.5,2
3,24,4.5,5
3,25,4.5,6
3,26,4.5,8
3,27,4.5,8
3,28,4.5,8
3,29,4.5,5
3,30,4.5,7
4,1,4.25,4
4,2,4.25,6
4,3,4.25,7
4,4,4.25,7
4,5,4.25,6
4,6,4.25,8
4,7,4.25,9
4,8,4.25,4
4,9,4.25,7
4,10,4.25,5
4,11,4.25,5
4,12,4.25,9
4,13,4.25,2
4,14,4.25,2
4,15,4.25,7
4,16,4.25,4
4,17,4.25,6
4,18,4.25,6
4,19,4.25,3
